ƒ,Entrada,Subentrada,Tipo,Acepción,Marcas,Definiciones,Clase gramatical,Primera división,Nodo básico,Nodo LexiMus,Nodo intermedio,Último nodo,,Última referencia atestiguada/Primera referencia lexicográfica académica,
258,cancionista,cancionista,m. y f.,1,,Persona que compone o canta canciones.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,"2022, España [Navarro, Fernando: «Jorge Drexler: ""Fui un ejemplo de fracaso en la industria discográfica durante mucho tiempo""», El País. El País Semanal]",
,candamo,candamo,m.,1,,Antiguo baile rústico.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
259,candombe,candombe,m.,3,,"Tambor prolongado, de un solo parche, que se usa para acompañar el candombe.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
,candombe,candombe,m.,2,,Casa o sitio donde se ejecuta el candombe.,Sustantivo,Música,Actividad,Objetos,[localizaciones],espacios,,,
,candombe,candombe,m.,1,,"Baile de ritmo muy vivo, de procedencia africana, muy popular todavía en ciertos carnavales de América del Sur.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,candombear,candombear,intr.,1,coloq. Ur.,"Bailar candombe y, por ext., otros bailes populares.",Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
260,canon,canon,m.,13,Mús.,"Composición de contrapunto en que sucesivamente van entrando las voces, repitiendo o imitando cada una el canto de la precedente.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,canoro,canoro,adj.,2,,"Dicho de la voz de las aves y de las personas: Grata y melodiosa. U. t. en sent. fig. apl. a la poesía, a los instrumentos musicales, etc.",Adjetivo,Música,Modificadores,Conceptos,∅,cualidades instrumentistas,,,
,canta,canta,f.,2,Ven.,Copla popular escrita en octosílabos.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
261,canta,canta,f.,1,Ar. y Col.,"Cantar, canción o copla.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
262,cantabile,cantabile,adj.,1,Mús.,cantable (‖ que se debe interpretar despacio).,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades carácter,,,
263,cantabile,cantabile,m.,2,Mús.,cantable (‖ trozo de música).,Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
,cantable,cantable,adj.,1,,Que se puede cantar,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
264,cantable,cantable,adj.,2,Mús.,Que se debe interpretar despacio y de manera melodiosa y expresiva.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades carácter,,,
266,cantable,cantable,m.,4,,"En una zarzuela, escena en que se canta, para diferenciarla de aquella en que se habla.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
265,cantable,cantable,m.,3,,"Parte que el autor del libreto de una zarzuela escribe en versos, debidamente acentuados, para que puedan ponerse en música.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
267,cantable,cantable,m.,5,Mús.,Trozo de música melodioso y expresivo.,Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
268,cantaclaro,cantaclaro,m.,1,Ven.,Coplero que improvisa al pie del arpa llanera.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
269,cantadera,cantadera,f.,2,Pan.,Competencia de cantadores de décimas con acompañamiento de guitarras.,Sustantivo,Música,Actividad,Conceptos,[localizaciones],ubicaciones espaciotemporales,,,
,cantadera,cantadera,f.,1,desus.,Cantadora,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,AUTORIDADES,
,"cantado, da","cantado, da",f.,1,,cantata.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,"1975, Cuba [Ortiz, Fernando: La música afrocubana]",
271,"cantador, ra","cantador, ra",m. y f.,3,,Persona que tiene por oficio cantar coplas populares.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,"1997, Panamá [«Agenda Abierta», El Siglo]",
270,"cantador, ra","cantador, ra",m. y f.,2,,Persona que tiene habilidad para cantar coplas populares.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,"1997, Cuba [Évora, Tony: Orígenes de la música cubana.Los amores de las cuerdas y el tambor]",
,"cantador, ra","cantador, ra",adj.,1,desus.,Cantor,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades instrumentistas,,AUTORIDADES,
272,cantaleta,cantaleta,f.,2,,"Canción burlesca con que, ordinariamente de noche, se hacía mofa de una o varias personas.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,"1977, Colombia [Navajas, Esteban: La agonía del difunto]",
,cantamisa,cantamisa,f.,1,,Acto de cantar su primera misa un sacerdote.,Sustantivo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
273,cantante,cantante,m. y f.,2,,Persona que canta por profesión.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,cantante,café cantante,m.,1,,"Establecimiento donde, además de servirse bebidas y otras consumiciones, se interpretan canciones de carácter frívolo o ligero.",Sustantivo,Música,Actividad,Objetos,[localizaciones],espacios,,,
,cantante,cantante,adj.,1,,Que canta,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades [agentes]/[instrumentos],,,
,cantante,voz cantante,f.,1,,"Parte principal de una composición que, por lo común, contiene y expresa la melodía.",Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,partes musicales,,,
274,"cantaor, ra","cantaor, ra",m. y f.,1,,Cantante de flamenco.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,"cantaor, ra","cantaor, ra",m. y f.,2,,Perteneciente o relativo al cantaor,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
276,cantar1,cantar1,intr.,10,Mús.,Ejecutar con un instrumento el canto de una pieza concertante.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
275,cantar1,cantar1,intr.,1,,"Dicho de una persona: Producir con la voz sonidos melodiosos, formando palabras o sin formarlas. Cantar con buena voz.",Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
,cantar1,cantar1,tr.,12,,Interpretar con la voz una composición musical.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
277,cantar2,cantar2,m.,1,,"Copla o breve composición poética musicalizada o adaptable a alguno de los aires populares, como el fandango, la jota, etc.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,cantar2,cantar2,m.,2,,canción (‖ antigua composición poética).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
278,cantar2,cantar2,m.,3,,Especie de saloma que usan los trabajadores de tierra.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
279,cantarela,cantarela,f.,1,,"En el violín o en la guitarra, prima (‖ cuerda primera y más delgada).",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,prima o tiple,DRAE 1925,
,"cantarín, na","cantarín, na",m. y f.,3,p. us.,cantante (‖ persona que canta por profesión).,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,"cantarín, na","cantarín, na",adj.,2,coloq.,Aficionado con exceso a cantar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades Instrumentistas (connotaciones diastráticas o diafásicas),,,
281,cantata,cantata,f.,1,,"Composición poética extensa, escrita para que se le ponga música y se cante.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,cantatriz,cantatriz,f.,1,p. us.,cantante (‖ mujer que canta por profesión).,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,"2021, Honduras [Heliodoro Valle, Rafael: «Crónicas del Bicentenario: Francisco Morazán en el Perú». La Tribuna]",
282,"cantautor, ra","cantautor, ra",m. y f.,1,,"Cantante, por lo común solista, que suele ser autor de sus propias composiciones, en las que prevalece sobre la música un mensaje de intención crítica o poética.",Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
283,cante,cante,m.,1,,Acción y efecto de cantar cualquier canto popular andaluz o próximo.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
,cante,cante flamenco,m.,1,,Cante andaluz agitanado.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,cante,"cante hondo, o cante jondo",m.,1,,"Cante más genuino andaluz, de profundo sentimiento.",Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
284,cante,cante,m.,2,,Cualquier género de canto popular andaluz o próximo.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,canticio,canticio,m.,1,coloq.,Canto frecuente y molesto.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,"2006, Uruguay [Monestier, Jaime: «La curación». Morir es una costumbre]",
,cántico,cántico,m.,1,,"Cada una de las composiciones poéticas de los libros sagrados y los litúrgicos en que sublime o arrebatadamente se dan gracias o tributan alabanzas a Dios; p. ej., los Cánticos de Moisés, el tedeum, el magníficat, etc.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
286,cantiga,cantiga,f.,1,T. lit.,Antigua composición poética destinada al canto.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,cantiga,cantiga,f.,2,desus.,cantar (‖ breve composición poética).,Sustantivo,Música,Producto,Conceptos,Continentes,formas/unidades,,,
287,cantilena,cantilena,f.,1,,"Cantar, copla, composición poética breve, hecha generalmente para que se cante.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,cantinela,cantinela,f.,1,,cantilena (‖ cantar).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,cantiña,cantiña,f.,1,,"Cada uno de los palos flamencos típicos de la provincia de Cádiz, en España",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,cantiña,cantiña,f.,2,coloq. p. us.,"Breve composición poética puesta en música, y especialmente la de uso popular.",Sustantivo,Música,Producto,Conceptos,Continentes,formas (connotaciones diastráticas o diafásicas),,AUTORIDADES,
,cantista,cantista,adj.,1,p. us.,cantor (‖ que canta). U. t. c. s.,Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades instrumentistas/instrumentistas,,DRAE 1925,
,canto,"canto gregoriano, o canto llano",m.,1,,"canto propio de la liturgia cristiana latina, cuyos puntos o notas son de igual y uniforme figura y proceden con la misma medida de tiempo.
canto propio de la liturgia cristiana latina, cuyos puntos o notas son de igual y uniforme figura y proceden con la misma medida de tiempo.
canto propio de la liturgia cristiana latina, cuyos puntos o notas son de igual y uniforme figura y proceden con la misma medida de tiempo.",Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,canto,canto ambrosiano,m. ,1,Mús.,canto introducido por san Ambrosio en la iglesia de Milán.,Sustantivo,Música,Producto,Conceptos,∅,géneros,,,
,canto,"canto de órgano, o canto figurado",m.,1,,canto que se compone de notas diferentes en forma y duración y se puede acomodar a distintos ritmos o compases.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,canto,canto mensurable,m.,1,,canto de órgano.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,canto1,canto1,m.,1,,Acción y efecto de cantar (‖ producir sonidos una persona).,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
289,canto1,canto1,m.,3,,Arte de cantar.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
290,canto1,canto1,m.,9,Mús.,Parte melódica que da carácter a una pieza de música concertante.,Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
,canto1,canto1,m.,10,desus.,cántico (‖ composición de los libros sagrados y litúrgicos).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,cantaor 1,,
291,cantollanista,cantollanista,m. y f.,1,,Persona perita en el arte del canto llano.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
292,"cantor, ra","cantor, ra",adj.,1,,"Que canta, principalmente si lo tiene por oficio. U. t. c. s.",Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades instrumentistas/instrumentistas,,,
293,"cantor, ra","cantor, ra",m.,3,desus.,Compositor de cánticos y salmos.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores,,DRAE 1780,
,cantoría,cantoría,f.,2,desus.,canturía (‖ ejercicio de cantar).,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,DRAE 1780,
,cantoría,cantoría,f.,1,,canturía (‖ canto de música).,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,"2014, Cuba [Lemus Domínguez, Yenli: «Talento local protagonizará festejos de fin de año en Matanzas». Granma]",
297,canturía,canturía,f.,4,Mús.,Modo o aire de cantarse que tienen las composiciones musicales. Esta composición tiene buena canturía.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
294,canturía,canturía,f.,1,,Ejercicio de cantar.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,"1975, Cuba [Ortiz, Fernando: La música afrocubana]",
295,canturía,canturía,f.,2,,Canto de música.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,"2016, Cuba [Guerra, Wendy: Domingo de revolución]",
,canturía,canturía,f.,3,,Canto monótono.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,tipos melódicos (connotaciones diastráticas o diafásicas),,"1975, Cuba [Ortiz, Fernando: La música afrocubana]",
,canturrear,canturrear,intr.,1,coloq.,Cantar a media voz.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos) (connotaciones diastráticas o diafásicas),,,
,canturria,canturria,f.,1,And. y Perú.,canturía (‖ canto monótono).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,"2006, Cuba [Dovalpage, Teresa: Muerte de un murciano en La Habana]",
,canturriar,canturriar,intr.,1,coloq.,canturrear.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos) (connotaciones diastráticas o diafásicas),,"2022, Chile [Retamal, Felipe: «Gonzalo Yáñez: ""Soy un hippie popero que anda con la guitarra bajo el brazo""», La Cuarta]",
,cantusar,cantusar,intr.,2,And.,canturrear.,Verbo,Música,Producto,Conceptos,[evento],verbos de acción musical (específicos),,,
,cantusear,cantusear,intr.,1,coloq. Mur.,canturrear.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos) (connotaciones diastráticas o diafásicas),,DRAE 2001,
,caña,caña,f.,18,Mús.,"Pieza de caña u otro material, que se coloca en la boquilla de algunos instrumentos musicales de viento y cuya vibración al paso del aire produce el sonido.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
299,caña,caña,f.,15,,Palo flamenco perteneciente al cante hondo.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
300,caño,caño,m.,5,,"En el órgano, conducto del aire que produce el sonido.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
301,cañonería,cañonería,f.,1,,Conjunto de los cañones de un órgano.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1,capela,a capela,loc. adj.,1,,Dicho de una composición musical: Cantada sin acompañamiento de instrumentos. U. t. c. loc. adv. Cantaron a capela.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades timbre,,,
